Disb_Month,Media_source,stream_media_source,Business,Subbusiness,Org_Inorg,TotalDisbursalAmt,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,Total_Downloads
2025-09-30,DMS,BOLINMOBI0M_INT,BBPS_TXN,BBPS_TXN,Organic,7542,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
2025-10-31,ASO,SINGAPOREMW_INT,EMI Card,IEMI,Inorganic,5830,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2025-10-31,ASO,LISTMMSBG_INT,UPI_TXN,UPI_TXN,Inorganic,346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,CD SBU,MDSP_INT,PLCS,PLCS,Organic,2101659,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4
2025-09-30,CD SOUTH WEST,SUNDVIKA_INT,UPI_SETUP,UPI_SETUP,Organic,9,0,0,0,0,0,0,0,0,0,0,0,1,0,8,9
2025-09-30,SALPL GROWTH,MDSP_INT,FASTAG_ISSUED,FASTAG_ISSUED,Organic,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,PLCS PLTB,ORGANIC ASO,UPI_TXN,UPI_TXN,Organic,4,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4
2025-10-31,DMS,MOBAVENUE2_INT,B2B,B2B,Organic,51095,0,0,0,1,0,3,0,0,0,0,0,0,0,0,4
2025-09-30,SERVICE DELIVERY,SUNDVIKA_INT,BBPS_TXN,BBPS_TXN,Organic,8156,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2025-09-30,RCD NW,USAADZOOMAI_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,DPF PRIME,EDGEADSSBJ_INT,PPI_TXN,PPI_TXN,Organic,1503,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2025-09-30,2W SW,PDAVENUE_INT,BBPS_TXN,BBPS_TXN,Organic,49150,3,7,6,0,0,0,0,0,0,0,0,0,0,0,16
2025-09-30,RCD SE,BIDFOX_INT,BBPS_TXN,BBPS_TXN,Organic,798,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-09-30,REMI,METBID_INT,UPI_TXN,UPI_TXN,Organic,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-10-31,PLCS PLTB,TELLIA_INT,B2B,B2B,Organic,61998,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2025-09-30,RPL,APPNEXT_INT,SME,PROS PL,Organic,213979,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
2025-09-30,CD SOUTH WEST,NEWBEETK_INT,UPI_SETUP,UPI_SETUP,Organic,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2025-09-30,NEW CAR DEDICATED,SPORTSGUR44_INT,UPI_SETUP,UPI_SETUP,Organic,4,0,2,1,0,0,0,0,0,0,0,0,1,0,0,4
2025-10-31,ASO,JADIDUIT_INT,PPI_TXN,PPI_TXN,Inorganic,900,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-09-30,CD NORTH EAST,MFAAS_INT,PPI_TXN,PPI_TXN,Organic,534,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2025-09-30,RPPL,ADEER_INT,UPI_TXN,UPI_TXN,Organic,5319,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2025-09-30,CD SOUTH WEST,CNETFRONTXM_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-10-31,ASO,APPSCULPTQ6_INT,CPR,CPR,Inorganic,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,,APPNEXT_INT,PPI_TXN,PPI_TXN,Organic,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,BL INDIRECT,MOBAVENUE_INT,PPI_TXN,PPI_TXN,Organic,110,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
2025-10-31,CD NORTH EAST,KEUCOSTUDIO_INT,B2B,B2B,Organic,145398,0,0,0,0,0,0,2,0,0,2,0,0,0,3,7
2025-10-31,INSURANCE DISTRIBUTION,APPNEXT_INT,Gold Loan,RGL,Organic,228625,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
2025-09-30,RCD NW,INBLINKNW_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-09-30,RPPL,DETIAD_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,ASO,HASOFFERS_INT,EMI Card,IEMI,Inorganic,8480,0,0,0,0,0,0,0,0,2,6,3,2,2,1,16
2025-10-31,LIFESTYLE,APPNEXT_INT,PLCS,PLCS,Organic,2178532,1,3,2,0,1,4,0,2,0,1,0,0,0,5,19
2025-10-31,SERVICE DELIVERY,GOOGLEADWORDS_INT,PLCS,PLCS,Organic,5190589,8,3,4,3,3,2,3,2,0,7,1,0,0,0,36
2025-09-30,DPF GROWTH,LINENMMKBU_INT,UPI_TXN,UPI_TXN,Organic,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,CD NORTH EAST,TELLIA_INT,WALLET_SETUP,WALLET_SETUP,Organic,18,5,4,3,0,0,1,0,0,2,3,0,0,0,0,18
2025-10-31,@ PAID,RCS,FASTAG_ISSUED,FASTAG_ISSUED,Inorganic,400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-09-30,DPF GROWTH,YULEMEDIAUU_INT,PPI_TXN,PPI_TXN,Organic,1288,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2025-09-30,RPPL,ADSWAY_INT,PPI_TXN,PPI_TXN,Organic,379,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4
2025-09-30,SERVICE DELIVERY,SETTINGS,PPI_TXN,PPI_TXN,Organic,825,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4
2025-09-30,SERVICE DELIVERY,SPORTSGUR44_INT,Wheels,TW,Organic,114519,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-10-31,DPF GROWTH,XIAOMIMIPICKS_INT,BBPS_TXN,BBPS_TXN,Organic,3524,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2025-09-30,INSURANCE DISTRIBUTION,APPNEXT_INT,Gold Loan,RGL,Organic,161759,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2025-09-30,PL PROSPECT,MOLOCO_INT,UPI_SETUP,UPI_SETUP,Organic,9,0,0,0,0,0,0,0,0,0,0,0,1,0,8,9
2025-10-31,LIFESTYLE,APPLABS_INT,PLCS,PLCS,Organic,426754,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
2025-09-30,PLCS GROWTH SW,PDAVENUE_INT,UPI_SETUP,UPI_SETUP,Organic,90,52,17,18,3,0,0,0,0,0,0,0,0,0,0,90
2025-10-31,ASO,LISTMMIFQ_INT,UPI_TXN,UPI_TXN,Inorganic,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,2W SW,TWIRLADSRG_INT,UPI_TXN,UPI_TXN,Organic,125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,CD SBU,NONE,WALLET_SETUP,WALLET_SETUP,Organic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-10-31,PL PROSPECT,MIQDIGITALUK,BBPS_TXN,BBPS_TXN,Organic,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-10-31,DPF GROWTH,COOLGAMEBQ_INT,PPI_TXN,PPI_TXN,Organic,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
2025-09-30,B2B RURAL ARU + CALL CENTER,B2B RURAL ARU + CALL CENTER,PPI_TXN,PPI_TXN,Organic,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2025-09-30,NEW CAR DEDICATED,UXARTEAMIJ_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-10-31,PLCS GROWTH SW,MINTEGRAL_INT,BBPS_TXN,BBPS_TXN,Organic,18791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2025-09-30,UCF,FASTMOBI_INT,BBPS_TXN,BBPS_TXN,Organic,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,RPL EMERGING,SPORTSGUR44_INT,RPL,RPL,Organic,2886128,10,4,4,3,0,0,0,0,0,0,0,0,0,0,21
2025-10-31,DPF PRIME,BOHEMIANBPPH_INT,BBPS_TXN,BBPS_TXN,Organic,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,GOLD LOAN,SPORTSGUR44_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,SERVICE DELIVERY,DESMOB_INT,PLCS,PLCS,Organic,146802,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
2025-10-31,PLCS PLTB,FOLOADS_INT,BBPS_TXN,BBPS_TXN,Organic,1604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-10-31,BL SECURED,DESMOB_INT,CPR,CPR,Organic,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,PLCS GROWTH NE,REFER AND EARN,BBPS_TXN,BBPS_TXN,Organic,497030,174,29,10,6,6,9,29,17,16,41,28,23,19,39,446
2025-09-30,LTW,ORGANIC,WALLET_SETUP,WALLET_SETUP,Organic,22,0,0,0,0,0,0,2,2,2,1,1,6,2,6,22
2025-09-30,RPL GIN,LIFTOFF_INT,RPL,RPL,Organic,717053,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
2025-09-30,BL INDIRECT,BL INDIRECT,WALLET_SETUP,WALLET_SETUP,Organic,41,16,2,2,4,1,1,2,3,2,2,0,1,1,4,41
2025-10-31,ASO,FXMEDIAYD_INT,UPI_SETUP,UPI_SETUP,Inorganic,54,0,0,0,0,0,0,0,33,2,8,0,11,0,0,54
2025-10-31,RCD SE,ACARPSTECH_INT,BBPS_TXN,BBPS_TXN,Organic,8703,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2025-09-30,PLCS T2,MFAAS_INT,UPI_TXN,UPI_TXN,Organic,530,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-10-31,SALPL GROWTH,ADEER_INT,B2B,B2B,Organic,24999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,PLCS GROWTH SW,SANITECH_INT,PPI_TXN,PPI_TXN,Organic,549,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2025-09-30,NEW CAR DEDICATED,GOOGLEADWORDS_INT,UPI_SETUP,UPI_SETUP,Organic,9,6,1,0,0,0,0,0,0,0,0,1,0,1,0,9
2025-10-31,ASO,SHARECHAT_INT,Wheels,UCF,Inorganic,397044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-09-30,CD SBU,ELITEVENTURES_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-10-31,ASO,MOBISATURN_INT,EMI Card,IEMI,Inorganic,43990,83,0,0,0,0,0,0,0,0,0,0,0,0,0,83
2025-09-30,PLCS T1,ADEER_INT,RPL,RPL,Organic,116334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,CD SOUTH WEST,NASIPOWER9E_INT,UPI_SETUP,UPI_SETUP,Organic,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
2025-09-30,PROF LOANS,XIAOMIGLOBAL_INT,UPI_SETUP,UPI_SETUP,Organic,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2025-09-30,PROF PL PROSPECT,PROF PL PROSPECT,BBPS_TXN,BBPS_TXN,Organic,8733,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3
2025-09-30,CD NORTH EAST,ADSWAY_INT,UPI_SETUP,UPI_SETUP,Organic,50,0,34,15,1,0,0,0,0,0,0,0,0,0,0,50
2025-09-30,PLCS CL,LIFTOFF_INT,UPI_SETUP,UPI_SETUP,Organic,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2025-10-31,PLCS T2,AMERICANGAMING_INT,B2B,B2B,Organic,15999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-09-30,PLCS T1,MEANWHILE1A_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-10-31,ASO,NIECEMMPJA_INT,UPI_TXN,UPI_TXN,Inorganic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-10-31,ASO,SORTMMMDN_INT,UPI_TXN,UPI_TXN,Inorganic,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,CD SBU,CASMEDIA_INT,BBPS_TXN,BBPS_TXN,Organic,2836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-10-31,ASO,CHERRYONL4F_INT,B2B,B2B,Inorganic,489349,0,0,0,0,0,0,10,3,0,0,0,0,0,0,13
2025-09-30,PROF SAL,MEDIATUNE_INT,PPI_TXN,PPI_TXN,Organic,420,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-10-31,DPF GROWTH,AGSIVOAPP_INT,Gold Loan,RGL,Organic,1462448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,GOLD LOAN,GOBAINMEDIA_INT,Gold Loan,RGL,Organic,368332,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2025-09-30,DPF PRIME,MOBIKKINCLO_INT,PPI_TXN,PPI_TXN,Organic,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,PL EMERGING,APPLABS_INT,UPI_TXN,UPI_TXN,Organic,121416,56,31,14,2,4,3,5,0,1,0,0,0,0,0,116
2025-10-31,GOLD LOAN,ORGANIC,BBPS_TXN,BBPS_TXN,Organic,3643911,117,261,195,86,63,84,72,33,30,27,31,21,40,100,1160
2025-10-31,RCD SE,RATABOOSTC1_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,PLCS T2,APPLABS_INT,PLCS,PLCS,Organic,5105383,23,6,3,0,0,1,0,0,0,0,0,0,0,0,33
2025-09-30,RCD NW,MDSP_INT,Gold Loan,RGL,Organic,100000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,PLCS T1,CHERRYONL4F_INT,PLCS,PLCS,Organic,985226,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2025-09-30,PLCS T1,ADSWAY_INT,PPI_TXN,PPI_TXN,Organic,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,ASO,LISTMMMEV_INT,BBPS_TXN,BBPS_TXN,Inorganic,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,CD SOUTH WEST,VERSEMEDIA_INT,BBPS_TXN,BBPS_TXN,Organic,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,2W SW,YEONSEMED3MJ_INT,UPI_TXN,UPI_TXN,Organic,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-09-30,GOLD LOAN,DATALIFTRETARGETING_INT,UPI_TXN,UPI_TXN,Organic,81081,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2025-10-31,UCF,UCF,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,EMI CARD,ORGANIC ASO,PPI_TXN,PPI_TXN,Organic,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,RCD SE,ORGANIC,RPL,RSL,Organic,2467247,0,0,0,0,0,0,0,0,0,0,1,2,0,2,5
2025-09-30,DPF PRIME,ONETRAFFIJS_INT,UPI_TXN,UPI_TXN,Organic,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-09-30,RGL,ORGANIC,WALLET_SETUP,WALLET_SETUP,Organic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-10-31,PAYMENTS QR,SANITECH_INT,BBPS_TXN,BBPS_TXN,Organic,847,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
2025-10-31,ASO,SQUAREADB3_INT,B2B,B2B,Inorganic,65969,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2025-10-31,SERVICE DELIVERY,RESTRICTED,B2B,B2B,Organic,360887,0,4,0,0,1,0,0,1,1,2,3,3,1,0,16
2025-10-31,RCD NW,XIAOMIMIPICKS_INT,BBPS_TXN,BBPS_TXN,Organic,2054,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2025-10-31,MF,DATALIFTRETARGETING_INT,FASTAG_ISSUED,FASTAG_ISSUED,Organic,400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-10-31,CD SBU,MOLOCO_INT,PLCS,PLCS,Organic,1307355,0,0,0,0,0,0,0,0,0,1,0,0,1,8,10
2025-10-31,REMI,LIFTOFF_INT,PLCS,PLCS,Organic,101548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,INSURANCE DISTRIBUTION,REDLEOTEAPL_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-09-30,BL DIRECT,DKTEAMSK_INT,UPI_TXN,UPI_TXN,Organic,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2025-10-31,ASO,BENTERLY3LF_INT,B2B,B2B,Inorganic,32900,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2025-09-30,DPF GROWTH,AMERICANGAMING_INT,PLCS,PLCS,Organic,166682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-10-31,RPL,APPNEXT_INT,EMI Card,IEMI,Organic,1060,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2025-09-30,CD SBU,KEUCOSTUDIO_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,DMS,ORGANIC ASO,UPI_TXN,UPI_TXN,Organic,22601,4,5,4,6,0,1,1,0,0,0,3,0,1,2,27
2025-09-30,2W NE,FACEBOOK ADS,BBPS_TXN,BBPS_TXN,Organic,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,CD NORTH EAST,METBID_INT,BBPS_TXN,BBPS_TXN,Organic,826,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-10-31,RPPL,AFFINITY_INT,BBPS_TXN,BBPS_TXN,Organic,350,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2025-10-31,CD SBU,UNLIMITED7J_INT,BBPS_TXN,BBPS_TXN,Organic,349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2025-09-30,2W SW,VIKINGMEDIA_INT,UPI_TXN,UPI_TXN,Organic,1414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,PL CENTRALISED,SANITECH_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-10-31,CD NORTH EAST,FACEBOOK ADS,BBPS_TXN,BBPS_TXN,Organic,23929,6,5,0,0,0,0,1,0,0,1,0,0,0,0,13
2025-09-30,PLCS T1,BEACONADSS6_INT,BBPS_TXN,BBPS_TXN,Organic,859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-09-30,PAYMENTS QR,UNLIMITED7J_INT,BBPS_TXN,BBPS_TXN,Organic,619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-09-30,2W SW,APPLABS_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,SERVICE DELIVERY,BEEMOBI_INT,BBPS_TXN,BBPS_TXN,Organic,299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-09-30,UCF,BOBBLET9J_INT,PPI_TXN,PPI_TXN,Organic,1500,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4
2025-10-31,DPF GROWTH,BIWALLETH5D_INT,B2B,B2B,Organic,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2025-09-30,INSURANCE DISTRIBUTION,XIAOMIGLOBAL_INT,BBPS_TXN,BBPS_TXN,Organic,2646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,CD SOUTH WEST,HISOA_INT,PPI_TXN,PPI_TXN,Organic,500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
2025-09-30,PLCS T1,SUNDVIKA_INT,UPI_TXN,UPI_TXN,Organic,53,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4
2025-10-31,CD SOUTH WEST,LIFTOFF_INT,FASTAG_ISSUED,FASTAG_ISSUED,Organic,4400,7,2,1,1,0,0,0,0,0,0,0,0,0,0,11
2025-10-31,DMS,MYPHONEMALL_INT,B2B,B2B,Organic,16500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-10-31,DPF GROWTH,MAGAKUSITE_INT,EMI Card,IEMI,Organic,530,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,CARS24,RESTRICTED,BBPS_TXN,BBPS_TXN,Organic,6876,2,0,0,0,0,0,0,1,2,0,0,0,0,0,5
2025-09-30,RURAL TW,MOBAVENUE_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-09-30,2W SW,APPNEXT_INT,UPI_TXN,UPI_TXN,Organic,279085,69,38,35,24,19,12,0,0,0,0,0,0,0,0,197
2025-10-31,PLCS T1,APPLABS_INT,PLCS,PLCS,Organic,8208059,49,8,2,0,0,2,3,0,0,0,0,0,0,0,64
2025-09-30,PL DIGITAL,GOOGLEADWORDS_INT,BBPS_TXN,BBPS_TXN,Organic,27170,0,0,0,0,0,0,0,0,0,1,1,2,4,2,10
2025-09-30,BL DIRECT,XIAOMIGLOBAL_INT,UPI_SETUP,UPI_SETUP,Organic,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2025-09-30,RSL,MDSP_INT,BBPS_TXN,BBPS_TXN,Organic,364,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2025-09-30,DPF GROWTH,ORGANIC ASO,CPR,CPR,Organic,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,PLCS PLTB,DETIAD_INT,UPI_SETUP,UPI_SETUP,Organic,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2025-09-30,SERVICE DELIVERY,MORGANGRO8N_INT,UPI_TXN,UPI_TXN,Organic,3429,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5
2025-09-30,RCD SE,SANITECH_INT,BBPS_TXN,BBPS_TXN,Organic,13209,4,7,2,0,0,0,0,0,0,0,0,0,0,0,13
2025-09-30,RPL PRIME,MOBAVENUE_INT,UPI_SETUP,UPI_SETUP,Organic,16,0,0,0,9,7,0,0,0,0,0,0,0,0,0,16
2025-09-30,SERVICE DELIVERY,SERVICE + DMS,UPI_SETUP,UPI_SETUP,Organic,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2025-09-30,CD SBU,ARAZIMEDIT6K_INT,UPI_TXN,UPI_TXN,Organic,7151,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
2025-09-30,MF,MOBAVENUE2_INT,UPI_TXN,UPI_TXN,Organic,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-09-30,FD,OPPOGLOBAL_INT,UPI_TXN,UPI_TXN,Organic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,ASO,GOSHOPEINFP_INT,UPI_SETUP,UPI_SETUP,Inorganic,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
2025-10-31,SERVICE DELIVERY,STRATEGICUZ_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,2W SW,SANITECH_INT,B2B,B2B,Organic,36998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2025-09-30,PLCS T1,PDAVENUE_INT,FASTAG_ISSUED,FASTAG_ISSUED,Organic,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,DPF GROWTH,ADEER_INT,PPI_TXN,PPI_TXN,Organic,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
2025-09-30,DPF GROWTH,BRISKWALKS9H_INT,UPI_TXN,UPI_TXN,Organic,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-10-31,PL EMERGING,SPORTSGUR44_INT,PPI_TXN,PPI_TXN,Organic,823,0,2,0,1,4,1,0,0,0,0,0,0,0,1,9
2025-09-30,SERVICE DELIVERY,STEELETEAC2_INT,BBPS_TXN,BBPS_TXN,Organic,804,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4
2025-10-31,SERVICE DELIVERY,VIKINGMEDIA_INT,PLCS,PLCS,Organic,55189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,ASO,MOBIKKINCLO_INT,PLCS,PLCS,Inorganic,168878,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-10-31,ASO,ELEVATEMOMN_INT,PPI_TXN,PPI_TXN,Inorganic,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2025-10-31,RPL PRIME,RPL PRIME,B2B,B2B,Organic,32298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2025-10-31,CD SOUTH WEST,INTERLECC52L_INT,PPI_TXN,PPI_TXN,Organic,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,RPPL,MOBAVENUE2_INT,Gold Loan,RGL,Organic,337901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-09-30,SALPL GROWTH,GOOGLEADWORDS_INT,SME,PROS PL,Organic,124509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,REMI,SUNDVIKA_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-10-31,CD SOUTH WEST,LINENMMGIU_INT,BBPS_TXN,BBPS_TXN,Organic,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-09-30,CD NORTH EAST,AMCOR_INT,PPI_TXN,PPI_TXN,Organic,407,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
2025-09-30,FD,NONE,UPI_SETUP,UPI_SETUP,Organic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-09-30,PL PROSPECT,MOBAVENUE2_INT,UPI_SETUP,UPI_SETUP,Organic,6,0,0,3,0,0,0,0,1,0,0,0,0,1,1,6
2025-10-31,LIFESTYLE,VFINE_INT,BAJAJ PRIME,BAJAJ PRIME,Organic,699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-10-31,DMS,SUNDVIKA_INT,B2B,B2B,Organic,78197,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2025-09-30,RCD SE,MFAAS_INT,RPL,RPL,Organic,166682,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-10-31,RPL GIN,DESMOB_INT,BBPS_TXN,BBPS_TXN,Organic,507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-10-31,PLCS T1,GLOBALEMEDIA_INT,PLCS,PLCS,Organic,173742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
