Disb_Month,Media_source,stream_media_source,Business,Subbusiness,Org_Inorg,TotalDisbursalAmt,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,Total_Downloads
2025-12-31,RCD NW,DECHO_INT,UPI_TXN,UPI_TXN,Organic,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2025-04-30,RCD SE,MOLOCO_INT,RPL,RPL,Organic,4612177,0,0,0,0,1,7,2,2,5,5,5,10,9,0,46
2025-12-31,RPL EMERGING,LIFTOFF_INT,UPI_TXN,UPI_TXN,Organic,78292,0,31,35,5,25,1,0,0,0,0,0,0,0,0,97
2025-12-31,RPL EMERGING,MOBAVENUE2_INT,PPI_TXN,PPI_TXN,Organic,5174,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5
2025-04-30,PLCS GROWTH NE,ARAZIMEDIT6K_INT,B2B,B2B,Organic,37990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-30,DPF PRIME,MYPHONEMALL_INT,B2B,B2B,Organic,432769,16,1,0,0,0,0,0,0,0,0,0,0,0,0,17
2025-11-30,SERVICE RURAL BRANCH,APPLABS_INT,WALLET_SETUP,WALLET_SETUP,Organic,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6
2025-04-30,ASO,HONGKONGJ5S_INT,B2B,B2B,Inorganic,38000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-04-30,DMS,GOOGLEADWORDS_INT,PLCS,PLCS,Organic,538271,0,0,0,1,1,0,0,0,0,0,0,0,2,0,4
2025-05-31,ASO,INTERGAMEBE_INT,B2B,B2B,Inorganic,980362,0,22,11,0,0,7,3,0,0,0,0,0,0,0,43
2025-05-31,DPF PRIME,ACARPSTECH_INT,B2B,B2B,Organic,37500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-12-31,CD SOUTH WEST,LASEMOBIYT_INT,SME,PROS PL,Organic,65123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2025-12-31,CD SBU,TIMELYADS_INT,UPI_TXN,UPI_TXN,Organic,6396,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2025-12-31,ASO,GREEDYGAME_INT,UPI_TXN,UPI_TXN,Inorganic,19060,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
2025-12-31,RPL,AFFLE_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-05-31,PLCS GROWTH NE,SPORTSGUR44_INT,B2B,B2B,Organic,434047,5,2,0,1,0,0,2,1,4,1,1,0,0,1,18
2025-12-31,DPF PRIME,WIRELESSHDK_INT,UPI_SETUP,UPI_SETUP,Organic,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
2025-12-31,RPPL,ADZONAL_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-12-31,@ PAID,RESTRICTED,CPR,CPR,Inorganic,194500,0,0,0,51,64,27,43,32,22,26,15,15,13,81,389
2025-12-31,DMS,DATATECHABC_INT,BBPS_TXN,BBPS_TXN,Organic,6400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-12-31,CD SBU,GOBAINMEDIA_INT,UPI_SETUP,UPI_SETUP,Organic,7,0,0,0,0,0,4,1,1,1,0,0,0,0,0,7
2025-12-31,RPL GIN,ORGANIC,UPI_TXN,UPI_TXN,Organic,969938,1190,160,31,39,89,62,43,16,0,0,0,0,0,0,1630
2025-12-31,PROF SAL,ORGANIC,WALLET_SETUP,WALLET_SETUP,Organic,35,18,1,1,0,1,1,0,0,0,0,0,0,0,13,35
2025-04-30,ASO,AFFLE_INT,EMI Card,IEMI,Inorganic,12190,15,0,1,3,2,1,0,0,0,0,0,1,0,0,23
2025-04-30,CREDIT CARD RBL,ADCANOPUS_INT,B2B,B2B,Organic,20000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2025-11-30,RCD NW,SUNDVIKA_INT,Wheels,TW,Organic,63700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-04-30,RCD SE,PDAVENUE_INT,CPR,CPR,Organic,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-04-30,SALPL GROWTH,SALPL GROWTH,Investment,FD,Organic,90000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-12-31,PLCS GROWTH SW,MOLOCO_INT,B2B,B2B,Organic,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,DMS,MOBUPPSZ2A,UPI_TXN,UPI_TXN,Organic,11144,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5
2025-12-31,ASO,DARRENADSIY_INT,UPI_TXN,UPI_TXN,Inorganic,32755,0,0,11,0,6,11,4,0,0,0,0,0,2,5,39
2025-12-31,RCD SE,HASOFFERS_INT,BBPS_TXN,BBPS_TXN,Organic,6891,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8
2025-12-31,ASO,SPRINGNET0U_INT,BBPS_TXN,BBPS_TXN,Inorganic,14838,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
2025-04-30,CD NORTH EAST,MYPHONEMALL_INT,BAJAJ PRIME,BAJAJ PRIME,Organic,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-30,CD NORTH EAST,ORGANIC,CPR,CPR,Organic,61500,21,11,13,5,10,10,13,8,7,7,12,5,1,0,123
2025-04-30,PROF LOANS,ARAZIMEDIT6K_INT,DOCTOR,DOCTOR,Organic,1820745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,DPF PRIME,DATALIFTRETARGETING_INT,FASTAG_ISSUED,FASTAG_ISSUED,Organic,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2025-12-31,DPF PRIME,MOBIKKINCLO_INT,UPI_TXN,UPI_TXN,Organic,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2025-04-30,BL DIRECT,FOLOADS_INT,PLCS,PLCS,Organic,68700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-31,INSURANCE DISTRIBUTION,COOLGAMEBQ_INT,B2B,B2B,Organic,24498,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
2025-12-31,ASO,BEACONADSS6_INT,PPI_TXN,PPI_TXN,Inorganic,152699,0,0,0,0,0,0,0,0,60,41,0,0,0,0,101
2025-12-31,SALPL CL,SALPL CL,CPR,CPR,Organic,3000,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6
2025-04-30,ASO,MOBAVENUE2_INT,B2B,B2B,Inorganic,4931938,36,41,6,27,30,17,9,12,0,0,0,4,8,0,190
2025-12-31,ASO,VVIOTECHNXJ_INT,UPI_TXN,UPI_TXN,Inorganic,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-12-31,SERVICE DELIVERY,MOBAVENUE2_INT,EMI Card,IEMI,Organic,1060,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2025-12-31,RCD NW,APPCLOUD_INT,UPI_TXN,UPI_TXN,Organic,21331,0,0,0,0,0,0,5,5,1,1,0,0,0,0,12
2025-12-31,RCD SE,EDGEADSSBJ_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-12-31,RCD NW,MOLOCO_INT,B2B,B2B,Organic,229629,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-04-30,CD NORTH EAST,GOOGLEADWORDS_INT,B2B,B2B,Organic,28253291,872,50,29,76,27,7,10,34,18,6,9,13,17,0,1168
2025-12-31,RPL PRIME,GOOGLEADWORDS_INT,Insurance,LI,Organic,60000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,ASO,IOGER_INT,UPI_TXN,UPI_TXN,Inorganic,3511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,CD SOUTH WEST,TOPIAD70K_INT,UPI_TXN,UPI_TXN,Organic,9938,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2025-12-31,RCD NW,GLOBALEMEDIA_INT,UPI_TXN,UPI_TXN,Organic,5788,0,0,4,0,0,1,2,1,0,0,0,0,0,0,8
2025-12-31,DPF GROWTH,DKTEAMSK_INT,UPI_TXN,UPI_TXN,Organic,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
2025-12-31,CD SBU,ORGANIC,SME,PROS PL,Organic,4903626,4,3,3,7,1,1,1,3,1,0,0,1,0,1,26
2025-12-31,CD SBU,ORGANIC,CPR,CPR,Organic,32000,13,6,4,3,5,1,5,3,4,2,3,1,2,12,64
2025-04-30,CD SBU,NONE,B2B,B2B,Organic,64900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-04-30,DPF GROWTH,QUANTICADS_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,@ PAID,RESTRICTED,Insurance,LI,Inorganic,37356,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4
2025-12-31,PROF SAL,SPORTSGUR44_INT,FASTAG_ISSUED,FASTAG_ISSUED,Organic,21400,0,0,0,0,0,0,0,7,5,0,4,1,6,32,55
2025-12-31,SERVICE RURAL BRANCH,DATALIFTRETARGETING_INT,UPI_SETUP,UPI_SETUP,Organic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-12-31,REMI,MINTEGRAL_INT,UPI_TXN,UPI_TXN,Organic,5293,0,1,3,0,0,1,1,2,0,1,1,0,0,0,10
2025-12-31,RCD NW,DIGNITYADF2_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,RPL,METBID_INT,UPI_TXN,UPI_TXN,Organic,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,FD,METBID_INT,B2B,B2B,Organic,15990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,RCD SE,PDAVENUE_INT,FASTAG_ISSUED,FASTAG_ISSUED,Organic,3200,0,0,2,1,4,1,0,0,0,0,0,0,0,0,8
2025-04-30,URBAN SFDC CL,URBAN SFDC CL,PLCS,PLCS,Organic,27190991,9,5,10,12,9,25,37,23,19,17,15,20,11,0,212
2025-12-31,PLCS T1,LUCKYGAMES1_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-12-31,PROF SAL,MINTEGRAL_INT,UPI_TXN,UPI_TXN,Organic,323195,0,1,0,0,0,0,0,36,30,36,18,37,47,0,205
2025-04-30,CD NORTH EAST,APPCLOUD_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,ASO,LISTMMEER_INT,BBPS_TXN,BBPS_TXN,Inorganic,877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,SALPL PRIME,MOBAVENUE_INT,BAJAJ PRIME,BAJAJ PRIME,Organic,699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2025-12-31,DMS,CASMEDIA_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-05-31,ASO,BRAZILRMY_INT,RPL,RPL,Inorganic,70704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,ASO,PIXELPRIMSP_INT,FASTAG_ISSUED,FASTAG_ISSUED,Inorganic,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2025-12-31,ASO,LINENMMRHF_INT,UPI_SETUP,UPI_SETUP,Inorganic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,DPF GROWTH,WINDYADSD_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,CD SBU,BOBBLET9J_INT,SALPL,SALPL,Organic,309653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-12-31,PLCS PLTB,BIWALLETH5D_INT,B2B,B2B,Organic,102900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-04-30,PLCS T1,DATALIFTRETARGETING_INT,B2B,B2B,Organic,92922,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
2025-12-31,ASO,SHAMIRASW9N_INT,B2B,B2B,Inorganic,59900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,ASO,APPLABS_REDIRECTION_TEST,BBPS_TXN,BBPS_TXN,Inorganic,649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,DPF PRIME,GOBAINMEDIA_INT,B2B,B2B,Organic,300694,0,0,0,0,0,4,4,1,1,0,0,0,0,0,10
2025-12-31,PLCS T1,MOBAVENUE2_INT,B2B,B2B,Organic,108100,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
2025-05-31,CD NORTH EAST,GLOBALEMEDIA_INT,B2B,B2B,Organic,972065,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2025-12-31,ASO,MORGANGRO8N_INT,BAJAJ PRIME,BAJAJ PRIME,Inorganic,3495,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5
2025-12-31,EMI CARD,MOLOCO_INT,PPI_TXN,PPI_TXN,Organic,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-04-30,PL PROSPECT,YEONSEMED3MJ_INT,SME,PROS PL,Organic,330072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2025-05-31,DPF GROWTH,HABERTECHS2_INT,B2B,B2B,Organic,212799,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2025-11-30,MF,MOLOCO_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-12-31,2W NE,AFFINITY_INT,UPI_TXN,UPI_TXN,Organic,61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2025-12-31,PL EMERGING,APPLABS_INT,B2B,B2B,Organic,193082,0,1,0,4,1,2,1,1,1,0,0,0,0,0,11
2025-12-31,ASO,SPIXIER_INT,UPI_TXN,UPI_TXN,Inorganic,5776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,PLCS GROWTH NE,ORGANIC,B2B,B2B,Organic,12662535,101,45,47,48,17,19,16,11,9,15,7,7,6,74,422
2025-12-31,CD NORTH EAST,BOLINMOBI0M_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-12-31,DMS,BYTEBRIDG7J_INT,BBPS_TXN,BBPS_TXN,Organic,2308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,DPF GROWTH,AFFLE_INT,BBPS_TXN,BBPS_TXN,Organic,4928,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6
2025-12-31,RCD SE,HASOFFERS_INT,UPI_TXN,UPI_TXN,Organic,18882,0,0,0,0,0,0,0,0,0,0,1,9,3,12,25
2025-12-31,RCD SE,HELLOGAMEH1_INT,UPI_TXN,UPI_TXN,Organic,26578,0,0,0,0,0,0,0,0,11,6,0,0,1,0,18
2025-04-30,PLCS GROWTH NE,GOOGLEADWORDS_INT,Gold Loan,RGL,Organic,339952,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2025-12-31,UCF,MOBISATURN_INT,PPI_TXN,PPI_TXN,Organic,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-30,@ PAID,ADEER_INT,Gold Loan,RGL,Inorganic,122340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-05-31,ASO,MOBUPPSZ2A,RPL,RPL,Inorganic,163682,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-12-31,CD NORTH EAST,MINTEGRAL_INT,BBPS_TXN,BBPS_TXN,Organic,83957,0,5,24,4,0,4,8,14,5,2,2,0,0,0,68
2025-12-31,SERVICE DELIVERY,MINTEGRAL_INT,WALLET_SETUP,WALLET_SETUP,Organic,5,0,0,1,0,0,1,0,1,0,0,0,2,0,0,5
2025-12-31,ASO,MDSP_INT,UPI_SETUP,UPI_SETUP,Inorganic,873,0,0,1,43,242,197,184,189,17,0,0,0,0,0,873
2025-12-31,NEW CAR DEDICATED,RESTRICTED,B2B,B2B,Organic,37100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-12-31,RCTW,MOLOCO_INT,PPI_TXN,PPI_TXN,Organic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,RPL,NAKAMEDIA_INT,UPI_TXN,UPI_TXN,Organic,6162,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2025-04-30,MF,BOBBLET9J_INT,RPL,RPL,Organic,109296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-31,CD SBU,CNETFRONTXM_INT,B2B,B2B,Organic,18000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-31,2W SW,SANDBOXADS_INT,BBPS_TXN,BBPS_TXN,Organic,38000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,INSURANCE DISTRIBUTION,SUNDVIKA_INT,PPI_TXN,PPI_TXN,Organic,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-05-31,ASO,GLOBALEMEDIA_INT,CPR,CPR,Inorganic,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,CD NORTH EAST,MOBIKKINCLO_INT,UPI_SETUP,UPI_SETUP,Organic,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2025-12-31,RCD NW,MOBADBID68_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-04-30,PLCS T2,ADEER_INT,B2B,B2B,Organic,91990,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
2025-12-31,DPF PRIME,SMARTADSZ4_INT,PPI_TXN,PPI_TXN,Organic,1400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-12-31,RPL,SANDBOXADS_INT,PPI_TXN,PPI_TXN,Organic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-04-30,PLCS T1,TEXASRAWBQF_INT,PLCS,PLCS,Organic,221711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,2W SW,MOBISATURN_INT,BBPS_TXN,BBPS_TXN,Organic,6671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,PROF SAL,SPORTSGUR44_INT,CPR,CPR,Organic,3500,0,0,0,0,0,0,0,0,1,0,1,1,1,3,7
2025-12-31,PL DIGITAL,DATALIFTRETARGETING_INT,PPI_TXN,PPI_TXN,Organic,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-05-31,SERVICE DELIVERY,BRAZILRMY_INT,B2B,B2B,Organic,61484,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2025-12-31,PLCS T1,SANITECH_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,SERVICE URBAN BRANCH,ASO,BBPS_TXN,BBPS_TXN,Organic,5311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-12-31,2W SW,GOOGLEADWORDS_INT,PPI_TXN,PPI_TXN,Organic,2550,0,0,3,3,1,0,0,0,1,0,0,0,0,0,8
2025-12-31,SERVICE DELIVERY,RESPONSES CAMPAIGN,UPI_TXN,UPI_TXN,Organic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-05-31,RPL EMERGING,VALEXADSVK_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,ASO,KREDITMART_INT,BBPS_TXN,BBPS_TXN,Inorganic,2217,0,0,0,0,0,2,4,0,0,0,0,0,0,0,6
2025-12-31,PROF LOANS,SANITECH_INT,UPI_TXN,UPI_TXN,Organic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,BL DIRECT,BOBBLET9J_INT,Gold Loan,RGL,Organic,325354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-04-30,SERVICE DELIVERY,FOLOADS_INT,EMI Card,IEMI,Organic,1590,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2025-05-31,ASO,FXMEDIAYD_INT,EMI Card,IEMI,Inorganic,3180,0,0,3,0,1,0,2,0,0,0,0,0,0,0,6
2025-12-31,CD NORTH EAST,MOBUPPS_INT,B2B,B2B,Organic,21500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2025-04-30,PLCS GROWTH SW,FOLOADS_INT,B2B,B2B,Organic,33500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-31,PLCS GROWTH NE,HISOA_INT,BAJAJ PRIME,BAJAJ PRIME,Organic,699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-12-31,DPF PRIME,VFINE_INT,BBPS_TXN,BBPS_TXN,Organic,44068,0,0,0,0,13,13,3,1,2,2,3,4,0,1,42
2025-12-31,EMI CARD,EMI CARD,DOCTOR,DOCTOR,Organic,4725711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,RPL EMERGING,FACEBOOK ADS,WALLET_SETUP,WALLET_SETUP,Organic,26,13,9,3,1,0,0,0,0,0,0,0,0,0,0,26
2025-12-31,PROF SAL,ORGANIC,UPI_TXN,UPI_TXN,Organic,1398971,43,13,7,5,1,4,1,1,3,1,3,0,3,76,161
2025-12-31,RSL,MOBAVENUE2_INT,UPI_TXN,UPI_TXN,Organic,10629,2,5,4,0,0,2,0,0,0,0,0,1,0,0,14
2025-05-31,INSURANCE DISTRIBUTION,ORGANIC,Gold Loan,RGL,Organic,938594,0,0,0,1,0,0,1,0,1,1,0,0,0,0,4
2025-12-31,ASO,COOLGAMEBQ_INT,RPL,RPL,Inorganic,317708,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4
2025-12-31,CD SOUTH WEST,SPOTYMEDIJJ_INT,UPI_TXN,UPI_TXN,Organic,251,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025-12-31,PLCS T1,MARSHALLMPC_INT,UPI_TXN,UPI_TXN,Organic,530,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2025-12-31,PLCS GROWTH NE,DIGIROVERS_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,DPF PRIME,DESMOB_INT,BAJAJ PRIME,BAJAJ PRIME,Organic,699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2025-12-31,URBAN TW,ORGANIC,CPR,CPR,Organic,3000,0,0,0,0,0,0,0,0,0,1,1,0,0,4,6
2025-12-31,PLCS T2,OLEHANBITPG_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,ASO,SANITECH_INT,BAJAJ PRIME,BAJAJ PRIME,Inorganic,5592,0,0,2,1,1,4,0,0,0,0,0,0,0,0,8
2025-05-31,FD,HASOFFERS_INT,EMI Card,IEMI,Organic,530,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-04-30,DPF PRIME,MORGANGRO8N_INT,B2B,B2B,Organic,55607,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3
2025-11-30,NEW CAR DEDICATED,APPNEXT_INT,Wheels,NCF,Organic,511331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,ASO,OPTIMIZEAB2_INT,UPI_TXN,UPI_TXN,Inorganic,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,RPL GIN,DESMOB_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2025-12-31,ASO,BOLINMOBI0M_INT,FASTAG_ISSUED,FASTAG_ISSUED,Inorganic,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
2025-04-30,ASO,DATAGON_INT,EMI Card,IEMI,Inorganic,2120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
2025-12-31,ASO,NIECEMMHHY_INT,UPI_TXN,UPI_TXN,Inorganic,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,BL DIRECT,UNLIMITED7J_INT,UPI_TXN,UPI_TXN,Organic,1683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2025-12-31,DPF PRIME,YULEMEDIAUU_INT,UPI_TXN,UPI_TXN,Organic,8838,0,0,0,0,0,0,0,0,0,5,1,1,0,0,7
2025-04-30,SERVICE URBAN BRANCH,ORGANIC,CPR,CPR,Organic,3500,2,1,1,1,0,1,0,0,0,0,1,0,0,0,7
2025-12-31,DMS,CANYONWATZPK_INT,UPI_TXN,UPI_TXN,Organic,14887,0,0,0,0,0,0,0,2,0,0,4,0,0,1,7
2025-04-30,GOLD LOAN,ORGANIC,B2B,B2B,Organic,1373827,10,9,5,3,3,2,4,4,2,6,0,1,0,0,49
2025-04-30,ASO,MOBUPPSZ2A,PLCS,PLCS,Inorganic,937939,0,4,0,0,0,0,0,0,0,0,0,2,3,0,9
2025-05-31,RPL EMERGING,PM_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-31,RPL GIN,MINTEGRAL_INT,UPI_SETUP,UPI_SETUP,Organic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-30,ASO,STERLINGA1P_INT,B2B,B2B,Inorganic,53000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-05-31,RPL EMERGING,GOOGLEADWORDS_INT,CPR,CPR,Organic,1500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2025-12-31,CD NORTH EAST,SILUTION_INT,PLCS,PLCS,Organic,176605,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2025-05-31,DMS,ADCANOPUS,BAJAJ PRIME,BAJAJ PRIME,Organic,699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2025-12-31,2W NE,SPORTSGUR44_INT,BBPS_TXN,BBPS_TXN,Organic,11608,0,0,2,1,0,1,1,1,1,0,0,0,0,0,7
2025-04-30,BL SECURED,BOBBLET9J_INT,PLCS,PLCS,Organic,1033812,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2025-12-31,ASO,LOVELIVE_INT,BBPS_TXN,BBPS_TXN,Inorganic,899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-31,ASO,STERLINGA1P_INT,WALLET_SETUP,WALLET_SETUP,Inorganic,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2025-12-31,DMS,LEBANGROUCO_INT,UPI_TXN,UPI_TXN,Organic,9116,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2025-12-31,FD,VFINE_INT,UPI_TXN,UPI_TXN,Organic,4508,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-04-30,CARS24,BRAZILRMY_INT,EMI Card,IEMI,Organic,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-30,LTW,MOBAVENUE_INT,WALLET_SETUP,WALLET_SETUP,Organic,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2025-12-31,2W NE,APPNEXT_INT,SME,PROS PL,Organic,62916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-12-31,PLCS GROWTH NE,APPLABS_INT,Wheels,TW,Organic,108128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
